Wikipedia movie ID,Freebase movie ID,IMDB character ID,IMDB actor ID,IMDB movie ID,Character name,Actor gender,Actor height (in meters),Actor ethnicity (Freebase ID),Actor name,Freebase character/actor map ID,Freebase character ID,Freebase actor ID,actor_date_of_birth,movie_release_date,ethn_name,race,character_description_imdb,actor_description_imdb
156558,/m/014k4y,,nm0424458,tt0255819,Juanita,F,,/m/0x67,Adrienne-Joi Johnson,/m/03jnxq3,/m/03jnxq6,/m/0d26p8,1963-09-03,2001-06-27,African American,African,,"A.J. Johnson. Actress: Baby Boy. A.J. Johnson was born on 3 September 1963 in Orange, New Jersey, USA. She is an actress and producer, known for Baby Boy (2001), House Party (1990) and Dying Young (1991)."
156558,/m/014k4y,ch1245,nm0328954,tt0255819,Sweetpea,M,1.829,/m/0x67,Omar Gooding,/m/03jnxn4,/m/03jnxn7,/m/05cgxx,1976-10-19,2001-06-27,African American,African,,"Omar Gooding. Actor: Baby Boy. Gooding is best known for appearing in hit television shows such as Deadwood, Unsolved: The Murders of Tupac and the Notorious B.I.G., Family Time, Barbershop, Hangin' With Mr. Cooper, Playmakers, Smart Guy, and Wild & Crazy Kids. On the big screen, he received critical acclaim for his role as Sweetpea in the Paramount feature film Baby Boy directed by the late John Singleton. In addition..."
9633533,/m/02pml15,,nm1082344,tt0255668,,F,,,Girija,/m/04618n3,,/m/02qd2vx,1969-07-20,1989-01-01,,,,"Girija Shankar. Actor: Mahabharat. Girija Shanker is a Indian actor as well as director and is popular for his roles in television serials like 'Mahabharat' which was telecasted during the year 1988 to 1990, 'Baghi' which was released in the year 2006 and 'Khwaab' which was released in the year 2004. The televisions serial that gave him a great exposure and the one that stills remains one of his best..."
9633533,/m/02pml15,ch4663,nm0482320,tt0255668,Unnikrishnan,M,1.72,/m/0dryh9k,Mohanlal,/m/03lzkb6,/m/0h8gsxq,/m/02fbpz,1960-05-21,1989-01-01,Indian,Indian,,"Mohanlal. Actor: Dasharatham. Mohanlal was born to Viswanathan Nair (father) and Santhakumari (mother) in the Pathanamthitta district of Kerala, which is located in the southern part of India on the 21st May 1960. Starting his career with a classic villain role, he has now become an outstanding actor in Malayalam Cinema. Without a doubt, Mohanlal is today's one of the best actors India has ever produced. He is also rated..."
9633533,/m/02pml15,,nm0415538,tt0255668,,M,,,Jagadish,/m/05nqxds,,/m/026xrvd,1958-06-12,1989-01-01,,,,"Jagadish. Actor: Purusha Pretham. Jagadish was born on 12 June 1955 in Thiruvananthapuram, Kerala, India. He is an actor and writer, known for Purusha Pretham (2023), In Harihar Nagar (1990) and Billu (2009). He is married to P. Rama Jagadish ."
9633533,/m/02pml15,,nm0837797,tt0255668,,F,,/m/0dryh9k,Sukumari,/m/0664v_1,,/m/0fy2s1,1940-10-06,1989-01-01,Indian,Indian,,"Sukumari. Actress: Vrutham. Sukumari was a legendary Indian actress, widely regarded as one of the most versatile and accomplished artists in the South Indian film industry. She was born in Nagercoil, Travancore, British India (present-day Tamil Nadu, India), as Sukumari Bhimsingh.

With a career spanning over six decades, Sukumari showcased her remarkable talent in more than 2,500 films in various languages, including Malayalam, Tamil, Telugu, Kannada, and Hindi. She made her..."
9633533,/m/02pml15,,nm0864608,tt0255668,,M,,/m/048sp5,Mukesh,/m/02vchq1,,/m/0bwqq2,1960-10-21,1989-01-01,Ezhava,Indian,,"Mukesh Tiwari. Actor: China Gate. Mukesh Tiwari, born in Sagar, Madhya Pradesh, India, is a versatile Indian actor known for his impactful performances in Bollywood films. With a career spanning several years, Mukesh Tiwari has established himself as a talented actor capable of portraying diverse characters.

Mukesh Tiwari made his acting debut in Bollywood in the late 1990s and gradually gained recognition for his strong screen presence and ability to excel..."
9633533,/m/02pml15,,nm0359880,tt0255668,,M,,/m/0dryh9k,Cochin Haneefa,/m/0b6tkd8,,/m/0f2c8g,1951-04-22,1989-01-01,Indian,Indian,,"Cochin Hanifa. Actor: Enthiran. Cochin Hanifa was born on 22 April 1951 in Kochi, Travancore-Cochin, India. He was an actor and writer, known for Enthiran (2010), Paasa Paravaigal (1988) and Moonnu Masangalkku Munpu (1986). He was married to Fasila. He died on 2 February 2010 in Chennai, Tamil Nadu, India."
9633533,/m/02pml15,,nm0683477,tt0255668,Advertising Boss,M,,/m/0dryh9k,Manianpilla Raju,/m/0c5m5_2,/m/0h7l1kt,/m/047twb3,1955-01-01,1989-01-01,Indian,Indian,,"Maniyanpilla Raju. Actor: Idukki Gold. Maniyanpilla Raju was born on 20 April 1955 in Thiruvananthapuram, Kerala, India. He is an actor and producer, known for Idukki Gold (2013), Nair Saab (1989) and Devasuram (1993). He is married to Indira Raju."
9633533,/m/02pml15,,nm0813762,tt0255668,,M,,,M. G. Soman,/m/0gb119v,,/m/07l4md,1941-09-24,1989-01-01,,,,"M.G. Soman. Actor: Douthyam. M.G. Soman was an actor and producer, known for Douthyam (1989), Mahanagaram (1992) and Varnapakittu (1997). He died on 12 December 1997 in Kerala, India."
9633533,/m/02pml15,,nm0893449,tt0255668,,M,,/m/04mvp8,Nedumudi Venu,/m/05nqxdm,,/m/02hkw6,1948-05-22,1989-01-01,Malayali,Indian,,"Nedumudi Venu. Actor: Charlie. Nedumudi Venu was born on 22 May 1948 in Alleppey, Travancore, India. He was an actor and writer, known for Charlie (2015), Oru Minnaminunginte Nurungu Vettam (1987) and Bharatham (1991). He was married to T. R. Susheela. He died on 11 October 2021 in Thiruvananthapuram, Kerala, India."
24029843,/m/02rgj5h,,,,Lucy,F,1.68,/m/0bzkm2,Ruby Lin,/m/0crv1yf,/m/0h735qm,/m/04rfng,1976-01-27,2009-01-01,Taiwanese,Asian,,
24029843,/m/02rgj5h,,,,Sophie,F,1.63,,Zhang Ziyi,/m/0crt4y4,/m/0h168w0,/m/0jlv5,1979-02-09,2009-01-01,,,,
24029843,/m/02rgj5h,,,,Joanna,F,1.68,/m/02p1pl6,Fan Bing-Bing,/m/0cs6q86,/m/0h2x3k1,/m/09wn3y,1981-09-16,2009-01-01,,,,
24029843,/m/02rgj5h,,,,,M,1.82,/m/0bjbszh,So Ji-sub,/m/0czyh1h,,/m/0ccjr7,1977-11-04,2009-01-01,,,,
24029843,/m/02rgj5h,,,,,M,,,Peter Ho,/m/0ggcbp0,,/m/04jn0yf,1975-09-13,2009-01-01,,,,
27611999,/m/04j284s,,nm0091899,tt0088157,Cristopher Neville,M,1.82,/m/022fdt,Eric Bogosian,/m/04j299n,/m/0g4n19s,/m/01ngvm,1953-04-24,1984-01-01,Armenian,Caucasus,,"Eric Bogosian. Actor: Talk Radio. Eric Bogosian was born in Boston and grew up in Woburn, Massachusetts. After graduating from Woburn Memorial High School in 1971, he attended the University of Chicago and graduated from Oberlin College in 1976, whereupon he moved to New York City. In New York he was hired by the Kitchen as an assistant, established a dance series there and after five years left to devote..."
27611999,/m/04j284s,,nm0640413,tt0088157,Detective Phillip Delroy,M,1.55,,Kevin O'Connor,/m/0cg3krb,/m/0g4n1b5,/m/07gm7s,1982-02-24,1984-01-01,,,,"Kevin J. O'Connor. Actor: Deep Rising. Kevin's first dream was to be a cartoonist, but in later years decided to on acting. Getting his early training in Chicago, his first movie role was in Peggy Sue Got Married (1986). He has since appeared in over 30 films as well as ABC's short-lived Gideon's Crossing (2000). He recently appeared in as Igor in Stephen Sommers's Van Helsing (2004). He also worked..."
27611999,/m/04j284s,,nm0526259,tt0088157,,F,,,Zoë Tamerlis Lund,/m/0gc3wh1,,/m/06w3ls,1962-02-09,1984-01-01,,,,"Zoë Lund. Actress: Bad Lieutenant. Zoe Lund was born Zoe Tamerlis to a Swedish mother and Romanian father on February 9, 1962 in New York City. She was an accomplished composer/musician and devout political activist at an early age. In 1981 at age 19, Lund gave a stunning performance as Thana, a mousy, mute garment worker and rape victim who violently strikes back against male oppression and exploitation of women..."
29528534,/m/04j0lfk,,nm0408371,tt0366182,,M,,/m/0dryh9k,Shafi Inamdar,/m/0cg2v2n,,/m/02w09gx,1949-01-01,1986-01-01,Indian,Indian,,"Shafi Inamdar. Director: Hum Dono. Shafi Inamdar was born on 23 October 1945 in Pangari, Dapoli Taluka, Ratnagiri, Bombay Presidency, British India. He was an actor and director, known for Hum Dono (1995), Yeh Jo Hai Zindagi (1984) and Insaaf Ki Awaaz (1986). He was married to Bhakti Barve. He died on 13 March 1996 in Mumbai, Maharashtra, India."
29528534,/m/04j0lfk,,nm0665599,tt0366182,Dr. Pramila,F,,/m/0cqgdq,Smita Patil,/m/04j0lfm,/m/0h4_vjt,/m/07hpqm,1955-10-17,1986-01-01,Marathi,Indian,,"Smita Patil. Actress: Bhumika. Smita Patil, born in Pune, Maharashtra, India, was a highly acclaimed Indian actress known for her exceptional performances in Hindi and Marathi cinema. Regarded as one of the finest actresses in Indian cinema, Smita Patil's career was marked by her ability to portray a wide range of characters with authenticity and depth.

Smita Patil began her acting career in Marathi theater before making her film debut with..."
29528534,/m/04j0lfk,,nm0004435,tt0366182,Robert Bob,M,1.75,/m/0dryh9k,Rajesh Khanna,/m/04j0lfs,/m/0h2w_2n,/m/061zc_,1942-12-29,1986-01-01,Indian,Indian,,"Rajesh Khanna. Actor: Anand. On Stats Alone, The Most Popular Actor In The History Of Cinema!

The only actor to enjoy near God-like status across the length and breadth of India for a quarter century!

Elected in several expert online polls, as The Greatest Actor In The History Of World Cinema !

With 100+ All-Time Blockbusters- 48 Platinum Jubilee hits + 27 Golden Jubilee hits + 26 Silver Jubilee Hits, & 17 average..."
29528534,/m/04j0lfk,,nm0787474,tt0366182,,M,,/m/0dryh9k,Satish Shah,/m/0cg6fkb,,/m/08y7b9,1951-06-25,1986-01-01,Indian,Indian,,"Satish Shah. Actor: Kal Ho Naa Ho. Satish Shah was born on 25 June 1951 in Bombay, State of Bombay, India. He is an actor and producer, known for Kal Ho Naa Ho (2003), Jaane Bhi Do Yaaro (1983) and Sarabhai V/S Sarabhai (2004). He is married to Madhu Shah."
29528534,/m/04j0lfk,,nm0849863,tt0366182,,F,1.524,/m/0dryh9k,Tanuja Samarth,/m/0cgmxb3,,/m/07tcjt,1943-09-23,1986-01-01,Indian,Indian,,"Tanuja Samarth. Actress: Paisa Ya Pyar. Tanuja Samarth was born on 23 September 1943 in Bombay, Bombay Presidency, British India. She is an actress, known for Paisa Ya Pyar (1969), A Death in the Gunj (2016) and Jewel Thief (1967). She was previously married to Shomu Mukherjee."
29528534,/m/04j0lfk,,nm0665599,tt0366182,Dr. Pramila,F,,/m/0cqgdq,Smita Patil,/m/0dwcl73,/m/0h4_vbv,/m/07hpqm,1955-10-17,1986-01-01,Marathi,Indian,,"Smita Patil. Actress: Bhumika. Smita Patil, born in Pune, Maharashtra, India, was a highly acclaimed Indian actress known for her exceptional performances in Hindi and Marathi cinema. Regarded as one of the finest actresses in Indian cinema, Smita Patil's career was marked by her ability to portray a wide range of characters with authenticity and depth.

Smita Patil began her acting career in Marathi theater before making her film debut with..."
26623942,/m/0bh9fbk,,,,,M,,/m/04mvp8,Saikumar,/m/0c5lyp4,,/m/02pp77c,1963-05-19,2010-03-19,Malayali,Indian,,
16055450,/m/03qmssn,ch5165,nm0000104,tt0098324,Marcos,M,1.74,,Antonio Banderas,/m/04m650b,/m/0gyxtx4,/m/0436kgz,1960-08-10,1989-01-01,,,,"Antonio Banderas. Actor: The Mask of Zorro. Antonio Banderas, one of Spain's most famous faces, was a soccer player until breaking his foot at the age of fourteen; he is now an international movie star known for playing Zorro in the eponymous movie series.

He was born José Antonio Domínguez Banderas on August 10, 1960, in Málaga, Andalusia, Spain. His father, Jose Dominguez, was a policeman in the Spanish civil guards...."
16055450,/m/03qmssn,,nm0000721,tt0098324,,F,1.57,,Victoria Abril,/m/04m6505,,/m/03vfjv,1959-07-04,1989-01-01,,,,"Victoria Abril. Actress: Tie Me Up! Tie Me Down!. This Spanish actress started studying dancing. Her teacher encouraged her to participate in her first film Obsesión (1977). After that, she was chosen by the director Narciso Ibáñez Serrador to be one of the co-hostesses of the famous TV contest Un, dos, tres... responda otra vez (1972) becoming very well known all over Spain. Since 1975 she also made several films..."
16055450,/m/03qmssn,,nm0599640,tt0098324,,M,,,Guillermo Montesinos,/m/0crv6pm,,/m/0cg5bly,1948-01-10,1989-01-01,,,,"Guillermo Montesinos. Actor: Women on the Verge of a Nervous Breakdown. Guillermo Montesinos was born on 10 January 1948 in Castellón de la Plana, Castellón, Comunidad Valenciana, Spain. He is an actor, known for Women on the Verge of a Nervous Breakdown (1988), Blood and Sand (1989) and La corte de Faraón (1985)."
16055450,/m/03qmssn,,nm0348741,tt0098324,,M,,,Javier Gurruchaga,/m/0h4yxpt,,/m/0cg5b04,1958-02-12,1989-01-01,,,,"Javier Gurruchaga. Actor: El rey pasmado. Javier Gurruchaga was born on 12 February 1958 in Donostia-San Sebastián, Guipúzcoa, País Vasco, Spain. He is an actor and director, known for El rey pasmado (1991), The Ugliest Woman in the World (1999) and Días de boda (2002)."
16055450,/m/03qmssn,,nm0098710,tt0098324,,F,1.64,,Maria Botto,/m/0cr_2y6,,/m/05pvb4j,1974-02-10,1989-01-01,,,,"María Botto. Actress: Hustle. María Botto was born on 10 February 1974 in Buenos Aires, Argentina. She is an actress and writer, known for Hustle (2022), Risen (2016) and Code Name Emperor (2022)."
16055450,/m/03qmssn,,nm0764450,tt0098324,,M,1.69,,Jorge Sanz,/m/04m6500,,/m/02q64y2,1969-08-26,1989-01-01,,,,"Jorge Sanz. Actor: Belle Epoque. Jorge Sanz was born on 26 August 1969 in Madrid, Spain. He is an actor and writer, known for Belle Epoque (1992), Conan the Barbarian (1982) and If They Tell You I Fell (1989)."
261237,/m/01mrrd,,nm0642598,tt0080801,,M,,,Brian O'Shaughnessy,/m/0gc893n,,/m/0cmbfw3,1931-06-05,1980-01-01,,,,"Brian O'Shaughnessy. Actor: The Gods Must Be Crazy. Brian O'Shaughnessy was born on 5 May 1931 in Aldershot, England, UK. He was an actor and writer, known for The Gods Must Be Crazy (1980), Shangani Patrol (1970) and The Power of One (1992). He died on 14 July 2001 in Cape Town, South Africa."
261237,/m/01mrrd,,nm0304027,tt0080801,,M,,,Ken Gampu,/m/0cw0c43,,/m/0fdctd,1929-08-28,1980-01-01,,,,"Ken Gampu. Actor: The Gods Must Be Crazy. Ken Gampu was one of the first black South Africans to be featured in Hollywood films, working alongside such stars as Edward G. Robinson and Burt Lancaster. A former schoolteacher, law clerk and interpreter, he spoke seven native dialects in addition to English and Afrikaans. Discovered by playwright Athol Fugard, he was cast in the play ""No Good Friday"" in 1958. In..."
261237,/m/01mrrd,,nm0371059,tt0080801,,M,,,Jamie Uys,/m/0cg0qg8,,/m/02xyxp,1921-05-30,1980-01-01,,,,Jamie Uys. Director: The Gods Must Be Crazy. Jamie Uys was an internationally acclaimed film director who completed 24 films. Prizes for his work included the 1981 Grand Prix at the Festival International du Film de Comedy Vevey for 'The Gods Must be Crazy' and the Hollywood Foreign Press Association award for best documentary in 1974 for 'Beautiful People' aka 'Animals are Beautiful People'. 'The Gods Must be Crazy' enjoyed...
261237,/m/01mrrd,,nm0697865,tt0080801,,F,,,Sandra Prinsloo,/m/02vbj4s,,/m/027dv5t,1947-09-15,1980-01-01,,,,"Sandra Prinsloo. Actress: The Gods Must Be Crazy. Sandra Prinsloo is known for The Gods Must Be Crazy (1980), The Seagull (2018) and Hedda Gabler (1983)."
261237,/m/01mrrd,,nm0923366,tt0080801,,M,,,Marius Weyers,/m/0k56rj,,/m/06_1tj,1945-02-03,1980-01-01,,,,"Marius Weyers. Actor: The Gods Must Be Crazy. Marius Weyers was born on 3 February 1945 in Johannesburg, South Africa. He is an actor, known for The Gods Must Be Crazy (1980), Blood Diamond (2006) and Gandhi (1982)."
261237,/m/01mrrd,,nm0618452,tt0080801,,M,,,N!xau,/m/0k56r6,,/m/01mrs8,1944-12-16,1980-01-01,,,,"N!xau. Actor: The Gods Must Be Crazy. N!xau, a San from the Kalahari Desert, was discovered by director Jamie Uys and cast in the lead role in the 1980 movie The Gods Must Be Crazy (1980). He received only a few hundred dollars for his work in that film, but was astute enough to negotiate for over half a million for his appearance in the sequel, The Gods Must Be..."
21153158,/m/05c4bry,,nm0424118,tt1371091,,M,,,John5,/m/0gz13sk,,/m/01q_wyj,1971-07-31,2008-11-01,,,,"John 5. Actor: The Lords of Salem. John 5 was born on 31 July 1971 in Grosse Point, Michigan, USA. He is an actor and composer, known for The Lords of Salem (2012), Book of Shadows: Blair Witch 2 (2000) and From Hell (2001). He has been married to Rita Lowery since 7 June 2009. They have three children. He was previously married to Aria Giovanni."
14631844,/m/03grb4v,,,,,M,,,Wallace Reid,/m/0cg2rbf,,/m/03q8vb,1891-04-15,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,Tully Marshall,/m/0cs2yjp,,/m/06mwbj,1864-04-10,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,Hobart Bosworth,/m/0crz8cd,,/m/0dxnfv,1867-08-11,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,James Neill,/m/0cvczt1,,/m/03cd25d,1860-09-29,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,Theodore Roberts,/m/0cv_x0d,,/m/0grjc6,1861-10-08,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,Horace B. Carpenter,/m/0cgd738,,/m/03d8cc3,1875-01-31,1917-01-04,,,,
14631844,/m/03grb4v,,,,,F,,,Geraldine Farrar,/m/040mgwb,,/m/01sg96,1882-02-28,1917-01-04,,,,
14631844,/m/03grb4v,,,,,M,,,Raymond Hatton,/m/04hvb4x,,/m/0f3hp6,1887-07-07,1917-01-04,,,,
4951456,/m/0cws46,,nm0520164,tt0097670,,M,,,Perry Lopez,/m/09hzjd0,,/m/02z5bft,1931-07-22,1989-01-01,,,,
4951456,/m/0cws46,,nm0000314,tt0097670,,M,1.74,/m/0ffkb4,Charles Bronson,/m/02vbnyw,,/m/01dkpb,1921-11-03,1989-01-01,Lithuanian,European,,"Charles Bronson. Actor: Death Wish. The archetypal screen tough guy with weatherbeaten features--one film critic described his rugged looks as ""a Clark Gable who had been left out in the sun too long""--Charles Bronson was born Charles Buchinsky, one of 15 children of struggling parents in Pennsylvania. His mother, Mary (Valinsky), was born in Pennsylvania, to Lithuanian parents, and his father, Walter Buchinsky, was a Lithuanian immigrant coal miner.

He completed..."
4951456,/m/0cws46,,nm0571853,tt0097670,,M,,,Bill McKinney,/m/040s84j,,/m/04lrv3,1931-09-12,1989-01-01,,,,
4951456,/m/0cws46,ch962,nm0005152,tt0097670,Kathleen Crowe,F,1.72,/m/033tf_,Peggy Lipton,/m/040s84p,/m/0h2stn2,/m/06xz0d,1946-08-30,1989-01-01,Irish,European,,"Peggy Lipton. Actress: Twin Peaks. She was a groovy and sexy icon of the late hippie era. To millions of TV viewers she became familiar as the reformed juvenile delinquent, turned undercover cop, Julie Barnes. With her expressive brown eyes and trademark long blonde hair, sylphlike Peggy Lipton was one third of a streetwise urban trio who - at least to baby boomers in the 60s - represented a more..."
4951456,/m/0cws46,,nm0273592,tt0097670,,M,,/m/075dhf0,Juan Fernández,/m/04yzsqg,,/m/03gtp3c,1956-12-13,1989-01-01,,,,"Juan Fernández. Actor: A Man Apart. Juan Fernández was born on 13 December 1956 in Santo Domingo, Dominican Republic. He is an actor and producer, known for A Man Apart (2003), The Collector (2009) and Crocodile Dundee II (1988)."
4951456,/m/0cws46,,nm0724784,tt0097670,,M,,/m/0x67,Sy Richardson,/m/09hzjd5,,/m/0415270,1941-01-01,1989-01-01,African American,African,,
4951456,/m/0cws46,ch1964,nm0001176,tt0097670,DeeDee,F,1.6,,Nicole Eggert,/m/0cf_8dx,/m/0h2hkdx,/m/0d1bq3,1972-01-13,1989-01-01,,,,
36009421,/m/05b0lk8,,,,,F,1.63,,Reena Roy,/m/0mzkjbw,,/m/0266d2k,1957-01-07,1977-11-11,,,,
36009421,/m/05b0lk8,,,,,M,1.83,/m/0dryh9k,Jeetendra,/m/0mzmjt0,,/m/043cl9,1942-04-07,1977-11-11,Indian,Indian,,
23215861,/m/065y4zp,,,,,M,,,Martin Sperr,/m/0bwb3f3,,/m/064ktx7,1944-09-14,1982-05-01,,,,
23215861,/m/065y4zp,,,,,M,,,Robert Lloyd,/m/0bwb3dz,,/m/01w170v,1940-03-02,1982-05-01,,,,
23215861,/m/065y4zp,,,,,F,,,Edith Clever,/m/0bwb3fj,,/m/07kh372,1940-12-13,1982-05-01,,,,
23215861,/m/065y4zp,,,,,M,,,Wolfgang Schöne,/m/0gyy4nh,,/m/0bmcv92,1940-02-09,1982-05-01,,,,
23215861,/m/065y4zp,,,,,M,,,Reiner Goldberg,/m/0gyypy3,,/m/05ztstb,1939-10-17,1982-05-01,,,,
23215861,/m/065y4zp,,,,,F,,,Yvonne Minton,/m/0gyyznd,,/m/04md2m,1938-12-04,1982-05-01,,,,
23215861,/m/065y4zp,,,,,M,,,Armin Jordan,/m/0bwb3dt,,/m/0bqb9n,1932-04-09,1982-05-01,,,,
6800756,/m/0gpll3,,,,,M,1.85,/m/01hwt,Teddy Pendergrass,/m/0gy3w34,,/m/01m79cb,1950-03-26,1982-01-01,,,,
6800756,/m/0gpll3,,,,,M,1.7,/m/041rx,Saul Rubinek,/m/0b6stxr,,/m/0652ty,1948-07-02,1982-01-01,Jewish,Middle Eastern,,
6800756,/m/0gpll3,,,,,F,1.77,,Marcia Strassman,/m/0b6t2cq,,/m/03wlz0,1948-04-28,1982-01-01,,,,
6800756,/m/0gpll3,,,,,M,1.86,,Richard Libertini,/m/0b6vqlc,,/m/0bh6gr,1933-05-21,1982-01-01,,,,
6800756,/m/0gpll3,,,,,M,,,Gerrit Graham,/m/0b6w4dl,,/m/0byzg7,1949-11-27,1982-01-01,,,,
6800756,/m/0gpll3,,,,Blonde in Bar,F,1.77,,Christine Baranski,/m/0h35gh4,/m/0h35gh6,/m/02__7n,1952-05-02,1982-01-01,,,,
12053509,/m/02vn81r,ch4973,nm0851861,tt0097790,Harry Bruckner,M,,,Vic Tayback,/m/0crt079,/m/0h_5b46,/m/03gkd7,1930-01-06,1989-04-28,,,,
12053509,/m/02vn81r,ch7962,nm0001131,tt0097790,Randy Bodek,M,1.79,/m/033tf_,Patrick Dempsey,/m/03jrkh2,/m/04fywxp,/m/034x61,1966-01-13,1989-04-28,Irish,European,,"Patrick Dempsey. Actor: Grey's Anatomy. Patrick will next be seen in Eli Roth's new feature film THANKSGIVING as well as Michael Mann's new film, FERRARI, in which he stars opposite Adam Driver and Penélope Cruz. He was just seen starring in the Disney+ feature film and sequel to ENCHANTED, DISENCHANTED, opposite Amy Adams and most recently starred in the SKY-Italy television series, DEVILS that aired throughout Europe. Other credits include..."
12053509,/m/02vn81r,ch5128,nm0000462,tt0097790,Diane Bodek,F,1.75,,Kate Jackson,/m/03jsv_b,/m/0h3c6lt,/m/01phkr,1948-10-29,1989-04-28,,,,"Kate Jackson. Actress: Scarecrow and Mrs. King. Lucy Kate Jackson was born in Birmingham, AL on October 29.1948. She attended the University of Mississippi but left during her sophomore year to begin studying at the American Academy of Dramatic Arts. She was a supporting cast member on Dark Shadows (1966) (Daphne, 1970-1971) and on The Rookies (1972) (Jill Danko, 1972-1976). She starred as one of the original Angels (Sabrina Duncan,..."
12053509,/m/02vn81r,ch9216,nm0320180,tt0097790,Joe Bodek,M,1.85,,Robert Ginty,/m/03l00zr,/m/0h_5b3z,/m/03dmy0,1948-11-14,1989-04-28,,,,"Robert Ginty. Actor: The Exterminator. Born in New York, rugged, virile, hard-looking action star Robert Ginty initially sought a career in music, becoming involved in several rock bands from age 16 on. During this stage he actually got to play and hang out with several rock legends, including Jimi Hendrix, Janis Joplin, Carlos Santana and John Lee Hooker. In the 1970s, however, he switched gears and gave acting a try.

Trained..."
12053509,/m/02vn81r,ch2940,nm0883940,tt0097790,Jenny Gordon,F,1.7,,Nancy Valen,/m/0csmly1,/m/0h_5b35,/m/0bqfbt,1965-12-16,1989-04-28,,,,
12053509,/m/02vn81r,ch1023,nm0909620,tt0097790,Jory Talbot,M,1.79,,Dylan Walsh,/m/03js73v,/m/0h_5b4g,/m/07g7jw,1963-11-17,1989-04-28,,,,
12053509,/m/02vn81r,ch865,nm0000324,tt0097790,Alex Barnett,F,1.75,,Barbara Carrera,/m/0cg4p45,/m/0h_5b2m,/m/05k4y7,1945-12-31,1989-04-28,,,,"Barbara Carrera. Actress: Never Say Never Again. Barbara Carrera was born Barbara Kingsbury on December 31, 1945 in Bluefields, Nicaragua. This stunning former model became best known for her screen performances playing a sinister femme fatale. In doing so, she has achieved minor cult status and has quite a loyal fanbase. The tall and tanned Carrera first cropped up in minor roles taking advantage of her exotic features in The..."
12053509,/m/02vn81r,ch3259,nm0183464,tt0097790,Sal,M,,,Bernie Coulson,/m/0cg08sg,/m/0h_5b3f,/m/0jz5cb,1965-01-01,1989-04-28,,,,"Bernie Coulson. Actor: The Accused. Bernie Coulson was born in 1965 in Vancouver, British Columbia, Canada. He is an actor and producer, known for The Accused (1988), Hard Core Logo (1996) and The X-Files (1993)."
12053509,/m/02vn81r,ch8669,nm0320755,tt0097790,Henry,M,,,Ray Girardin,/m/0gcmg1d,/m/0h_5b2y,/m/02ps3gb,1953-01-23,1989-04-28,,,,"Ray Girardin. Actor: Hollywood Man. Ray Girardin was born on 23 January 1935 in Wakefield, Massachusetts, USA. He was an actor and writer, known for Hollywood Man (1976), Number One with a Bullet (1987) and Hill Street Blues (1981). He was married to Marlene Ray. He died on 28 February 2019 in Amherst, Massachusetts, USA."
12053509,/m/02vn81r,ch5147,nm0594540,tt0097790,Kyoko Bruckner,F,,,Kim Miyori,/m/0cf__c8,/m/0h_5b2c,/m/083p17,1951-01-04,1989-04-28,,,,"Kim Miyori. Actress: The Punisher. Kim Miyori was born on 4 January 1951 in Santa Barbara, California, USA. She is an actress, known for The Punisher (1989), The Grudge 2 (2006) and Metro (1997). She was previously married to Rickey Momii."
12053509,/m/02vn81r,ch95,nm0000585,tt0097790,Dr. Reed Palmer,M,1.78,/m/0xnvg,Robert Picardo,/m/0cs97w6,/m/0h_5b4q,/m/02jt4y,1953-10-27,1989-04-28,Italian,European,,"Robert Picardo. Actor: Star Trek: Voyager. Robert Picardo was born in Philadelphia, Pennsylvania, USA, where he spent his whole childhood. He graduated from the William Penn Charter School and attended Yale University. At Yale, he landed a role in Leonard Bernstein's ""Mass"" and at age 19, he played a leading role in the European premiere of ""Mass"". Later, he graduated with a Bachelor's degree in Drama from Yale University. He..."
12053509,/m/02vn81r,ch5949,nm0000263,tt0097790,Dr. Joyce Palmer,F,1.71,,Kirstie Alley,/m/03l00zl,/m/0gxq1ht,/m/01wc7p,1951-01-12,1989-04-28,,,,"Kirstie Alley. Actress: Star Trek II: The Wrath of Khan. Kirstie Louise Alley was an American actress. Her breakout role was as Rebecca Howe in the NBC sitcom Cheers (1987-1993), receiving an Emmy Award and a Golden Globe in 1991 for the role. From 1997 to 2000, she starred in the sitcom Veronica's Closet, earning additional Emmy and Golden Globe nominations."
12053509,/m/02vn81r,,nm0462387,tt0097790,Claude Delancy,M,1.98,,Pete Koch,/m/0gc9j3q,/m/0h_5b3q,/m/03yft79,1962-01-23,1989-04-28,,,,"Peter Koch. Actor: Heartbreak Ridge. Born and raised on Long Island, NY and educated at the University of Maryland, Peter Koch is a lifelong athlete and artist.

Captain of his championship winning college football team and first round NFL pick, competition drives Pete in his lifelong pursuit of personal excellence.

Knowing that professional football had a short career span and encouraged by a close friend a veteran actor himself, Peter began studying..."
